x_x,x_y,d_x,d_y
1.00599238605663,0.45073901123274085,0.22192157963567913,0.0012607597989002062
-0.09912446248517637,0.03830375823929544,-0.4620289946636807,0.4402679339839207
0.5748999456667286,-0.010860158808843334,0.40512897386855246,0.29541787105553474
0.260615056029046,0.5222687780886586,0.690296083234882,0.001592826382785359
0.11120482587458613,0.12539522532070707,-0.5667340119631487,0.3518912627222133
0.6783857491701206,-0.019686115057414355,-0.20315717323181495,0.4929006165010663
-0.2857131927256239,0.47785788853668065,-0.13920219574754977,-0.13501783668338793
-0.9510643010284574,0.4765887594798091,-0.2487601285881801,0.2762471843199292
0.7465321030139752,-0.06258925293328033,-0.536432367689907,0.3038933780831458
-0.38844177984295114,-0.5442403960460152,0.5677376540466724,-0.036392089467618696
-0.37246782509762827,0.416664130955412,0.1635586410645345,0.07323070955174335
-0.12114789717313723,0.16668664661803628,0.7770007514191402,0.27514587936707346
-0.17133585032010035,0.4053653503291427,0.27079032620279403,-0.07423240664520007
-0.806760620882417,0.21142362315001634,-0.08324283973790134,0.06565567794264944
-0.11020388582411128,0.5124254508693348,-0.42806851814166735,0.09656349188938623
0.36560393920638373,0.567570852760718,-0.36558214316666576,-0.10160997714873764
-0.3604137438523336,-0.13801206164803276,0.6807603653407172,0.3166702176660526
0.2380360412554785,-0.0030066927033927104,0.5767548451692391,0.2808665178176709
-0.961946629742715,0.06652128872842056,-0.3649898530834037,0.33725765055281615
-0.6052097801761911,0.008097186127381195,0.5341529157475472,0.4328351069616715
0.48891947313131223,-0.002843343199443682,-0.7052261120721446,0.3487702781833531
-0.03795037996063677,0.3864789111753,-0.46418935272595574,-0.08883284574797684
-0.8849236063870426,0.04007230708738646,-0.4169972264215863,0.4141594209815103
-0.0504384934854815,0.3254595629152197,-0.14449462091956755,0.04866586033531632
0.10901519275620403,0.49453421080600535,-0.28585674828313545,-0.07640948558114333
-0.5895367983977317,0.15244562289543245,-0.5104646777850057,0.44938992565779173
0.8600032027053962,0.04498752072028922,-0.3969640427237255,0.3016312862599479
-1.196003764841834,0.12100193202181225,-0.12765956867097114,0.3722235647793985
-1.1964501448698441,0.0173274882895893,0.22896865181973894,0.27885256936096325
0.8453190419857589,0.07209758275855094,-0.609759467618603,0.3596920582752033
1.1699290862695229,0.016031903943956927,0.048140285216942,0.5166672910795873
0.6514102301265451,0.664517040715475,0.4538016939724411,0.08300565728258066
0.18566320374731726,0.5155567750954875,0.6818640633280547,0.02401601664130825
0.44508146440894975,0.051224330562073817,-0.3872873072883707,0.39346934853962334
-0.6827387341276068,0.2594133643197998,-0.21735844042875463,-0.02485649770591182
-0.07202194096602368,-0.4879159058606767,-0.19366294475398596,0.10939482635608645
0.23677074524788022,0.5114726282173158,-0.2594500915470442,-0.10947856984671521
-0.5313767594180524,0.14338603463228025,0.09446991871884226,0.34964665372038156
-0.554765083465366,0.6114899904808533,-0.6083498002894574,0.11925022595435417
-0.002853653133657763,0.4786764466816275,0.4254103595587958,0.06887383103466342
-0.533478511606629,0.04107520124158681,0.4491412762933234,0.40065680485540506
-0.30060991386961744,-0.148949291048327,0.31665536976424613,0.3724872206936946
-0.09314337553021021,0.2143304823940922,-0.2638671664182861,-0.32274425989274935
-0.8591852576841401,0.5088771408519694,-0.16452964485171304,-0.031057393893997805
-0.11475657819243712,-0.12104562677745362,0.7705372104823502,0.2627433855397339
0.7818298757657671,0.10117968991509196,0.26918603485119863,0.5492858731567403
0.5913042037138392,0.4442033235346703,0.05566010978109176,0.10419076855125915
0.5076494688320583,-0.5697655419047081,-0.5431075153350966,-0.00491526655103425
0.3010941205314137,0.026905425763648738,0.3226618367912133,0.2933741013391642
-0.1509145242114609,0.03631529443260906,-0.7298729296717186,0.3471361854220719
-0.056892618572133236,0.13900810089889148,0.40420694670211177,0.24905313882285765
-0.7991254921013378,-0.476952863544021,0.5865935066098764,0.0193411664809497
0.24116828190358552,0.5404713497348606,0.6594118349586358,0.1644358852799867
-0.32268551412314933,0.36898075417891946,0.3673319065249419,-0.07741611577036041
-0.8911036831279892,0.14241673350983475,-0.405035605019907,0.4480929516824459
0.349210155758465,0.5510431299677302,0.2797537348892502,-0.06214515083041332
-0.1216619108037672,-0.10564626027871127,-0.6145658245588967,0.24096252201111953
-0.3274555133572906,0.5287130260438548,-0.6616257297709506,0.01954423549387965
0.937975110730543,0.6731645111926907,0.10555623407840327,0.08189165517448438
0.4462146379114876,0.06174045383103133,-0.20140372507653737,0.40543517885668073
-0.8210631340624204,0.4184651606899208,-0.3439613491639019,0.1134281688852459
0.22223526554159467,-0.14870584995715463,-0.5154079612493716,-0.34250007852925435
0.027350296702033178,0.0023535578945222957,0.23469783810684539,0.36186704849480994
0.6805614418227741,-0.368051566030402,-0.6454903004833306,0.06062617448102834
0.4478073805052979,0.09376769606404178,0.45342202817444943,0.4995003453272201
0.7174216009173118,0.0025857256096060155,-0.4250969821944332,0.4549916677286328
0.22666863020093062,0.016997539622115032,-0.15005063999365534,0.5059944283678971
-0.1803202055023556,0.2049382454868643,0.8023598099337703,0.17471696136325507
-0.2970431157575306,-0.009933964247046567,0.6480744872570686,0.2970531921942024
0.20309099398897273,0.46615202795658295,0.4243128772110562,-0.0026333000563877546
0.13454581201577687,0.07730147420489869,-0.3529576555773157,0.42938018360852237
-0.05836920380279759,-0.06390683411769077,-0.431438213088378,0.31534781951211055
0.46098253666322553,0.041836035831128715,-0.4930787464391679,0.3513824498261653
1.0611639522428689,0.008524644554181282,-0.5039504514833871,0.33439669421820867
-0.5069197673604628,0.4751076853091264,-0.42825207020574424,-0.0741871300546812
-0.8049091454183215,-0.43424257598641036,0.3657408972129559,0.0032331820953912815
0.27347811951589635,0.47647729034538866,0.5804542926131139,0.1815292916999465
0.06843249115710037,0.5627119693722915,-0.5763036596161475,-0.039596046709983145
-0.5772524079590957,0.4854821418741379,0.12778640919397294,0.07365306263053042
-0.21222367599452469,0.11592998249779213,-0.1632659667946542,0.3957845486710683
-0.24312951324136564,-0.3945091799402796,-0.1695242514642401,0.21646060883423343
0.381097469361348,0.32501968937959846,0.6223205358826103,-0.03315402778863406
0.8732608770359838,-0.007343553886420162,0.16182068631842914,0.3289820708026381
0.8661456346191247,0.5592822922930152,0.29020764092992984,0.22390276438731585
-0.6628504506170703,0.45607154905571323,-0.6051273130709834,-0.09575698573541887
-0.06258533711038372,0.4843825167318649,-0.3575429577296325,0.13343564717156817
0.15466588680491566,0.4024193192793453,0.6626202765721965,-0.07737470830748404
-0.5494775098455897,-0.03188560335490931,0.42059293665593256,0.4138114135596893
0.43713538318382233,-0.002220193247143565,-0.2881940992597727,0.2669220614027708
-0.7123775540340829,0.5188308493246414,-0.5717811520677661,-0.07361459400454219
-0.3833003961016796,0.34863727944651984,0.17132550128173216,0.03296821902262403
0.34312660394951533,0.08558456171358741,-0.13786329835962885,0.4562080010841497
0.11614608775955992,0.6001946608492139,-0.47929396298802796,0.024070639627612057
-0.540406698842272,0.5612581470392983,0.212779618201345,0.0614726168080216
0.6879001093430476,0.010385400821944946,0.3289438690803419,0.45149182407805233
-0.6254628202405546,0.11557447022490891,-0.5764160938090169,0.32351441573431855
0.10445545338985252,-0.02430231166287733,-0.7836484562202735,0.3078018411897835
0.8646197309701319,0.38565811503942315,0.2691686046717226,-0.06896870979291381
-0.08428666017749747,0.019581362183021478,-0.28722391077120324,0.3970411685515618
0.5266270203964828,-0.5610356156940985,-0.6225723103541807,0.0022378267383696745
-0.47257147534269506,-0.13054941201553627,-0.3562667482813154,0.37376003457658363
0.6081238608998428,0.008368988264947474,-0.41897791325920325,0.45528541302848513
0.3784104517883128,0.5535557433269456,0.24106385930302496,-0.04125898045628907
-0.6381209574668045,0.37517892269546876,-0.5940689004972334,0.0839346320940165
0.03264509163270135,0.02225203518345409,-0.24461443157270094,0.5027295485414865
-0.4001193743581409,-0.4930247329693937,0.167335946841178,0.0807576028455359
-0.2167695184139423,0.30319641660081187,0.22139158535265258,0.04745406370458865
0.9559141298494358,0.1325899476512598,-0.40502517612366645,0.39331741281677574
0.0635004648960108,0.45713451413689654,-0.37998498169009354,0.14118210019667768
0.14841022021095612,0.5730710942812594,0.264069084270812,-0.04898775343668425
